1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
0.0,0.9998395,-0.00020914989,-0.00021215748,-0.00020950288,0.9997428,-0.00038849915,-0.00022440776,-0.0004488516,0.99983555,-0.00020907586,-0.00021262503,-0.0002289266,-0.00023034534,-0.00042362313,-0.00023109754,-0.00039258366,-0.00021224098,0.9998323,-0.00041148416,-0.000264486,-0.0002095447,-0.00023871442,-0.00027422849,-0.00023671243,-0.00022710804,-0.00020940379,-0.00027731727,-0.00022960916,-0.00025759992,-0.00024281727,-0.000314074,-0.00020802212,-0.00025273897,-0.0002683744,-0.00024432916,-0.00025139216,-0.00020628968,-0.00074257696,-0.00027193225,-0.0002763124,-0.00031721813,-0.0002758127,-0.00028996583,-0.00022231304,-0.00022346164,-0.00020815522,-0.00025917473,-0.00023876001,-0.00024196794,-0.00025326182,-0.00021701663,-0.00024177729,-0.00020811746,-0.000227088,-0.0003190013,-0.00021088388,-0.00024621183,-0.00023459671,-0.00035424036,-0.00021695471,-0.00020783147,-0.00020817829,-0.0002480249,-0.00022057016,-0.0003202824,-0.00023009208,-0.00024840632,-0.00047448347,-0.00023140846,-0.00021350905,-0.00022448559,-0.00037340875,-0.0002871737,-0.00021055974,-0.0002767747,-0.00022652558,-0.00020677835,-0.00024009736,0.9997696,-0.00040788273,-0.0002257177,-0.0002694958,-0.00029411193,-0.0003847381,-0.0002954151,-0.00032602943,-0.0002201723,-0.00020586087,-0.00023801815,0.9998391,-0.00024124607,-0.00029873117,-0.00020861033,-0.00029448105,-0.0010354107,-0.000262938,-0.00022600513,-0.00031242968,-0.00021029502,-0.00023786435,-0.00028686933,-0.00025307902,-0.00034236518,-0.00039065964,-0.00024728262,-0.0005348003,-0.0003086061,-0.0003386327,-0.0003283771
-0.0013959019,0.0,-0.0011848732,-0.0011981938,-0.0011310452,0.9989437,-0.001581963,-0.0012314823,-0.0016938761,0.9991571,-0.0011775512,-0.0011799074,-0.0012455068,-0.0012866714,-0.0016422797,-0.0012661477,-0.0015976966,-0.0011804596,0.9991585,-0.0015846528,-0.0013551551,-0.0011693399,-0.0013102124,-0.0014031129,-0.0012889135,-0.0012490182,-0.0011746836,-0.0013828881,-0.0012722361,-0.001364083,-0.001297801,-0.001451704,-0.0011297086,-0.0013283268,-0.0013981616,-0.0013288,-0.0013222679,-0.001143324,-0.0017503215,-0.0014139966,-0.0014068341,-0.00147031,-0.0013907603,-0.0014249025,-0.0012453889,-0.001241481,-0.0011467322,-0.0013642088,-0.0012762791,-0.0013194679,-0.0013210758,-0.0011941866,-0.001300511,-0.0011310837,-0.0012430502,-0.0015020849,-0.0011939384,-0.0013272837,-0.0012904829,-0.0015303805,-0.001196677,-0.0011646837,-0.001179156,-0.0013291305,-0.0012633383,-0.0014405502,-0.0012350453,-0.0013205117,-0.0016897175,-0.0012768977,-0.0011780295,-0.0012244782,-0.0015918908,-0.0014271847,-0.0011788909,-0.0014067923,-0.0012276889,-0.0011338148,-0.001331532,0.99899006,-0.001623972,-0.0012445407,-0.0013682279,-0.001431066,-0.0015611716,-0.0014446934,-0.0014880331,-0.0012252007,-0.0011494003,-0.0013278024,0.99916553,-0.0013085396,-0.0014403289,-0.0011316002,-0.0014149382,-0.0018492249,-0.001375122,-0.0012546505,-0.0014945286,-0.0011580618,-0.0013037628,-0.0014321413,-0.0013573086,-0.0014962322,-0.0015707411,-0.001327586,-0.0017249685,-0.0014731832,-0.0015203356,-0.0015098202
0.0005818281,0.99974346,0.0,0.00023497852,0.00017749106,0.99997014,0.0008557017,0.00032916784,0.0009892358,0.99977434,0.00022324157,0.00025238024,0.00031447818,0.00035196866,0.0009839128,0.0006668425,0.0008474157,0.00027349254,0.99978095,0.00089309615,0.00045758046,0.00022674818,0.0004191897,0.000561918,0.00037041467,0.00032019013,0.00021469712,0.0005608884,0.00066056894,0.0005029482,0.0003740569,0.0006598238,0.00018057859,0.00047378725,0.00049591315,0.00042875565,0.00047294388,0.0001849064,0.0011980142,0.0005167342,0.00052830816,0.0006348287,0.00056591595,0.0005810358,0.0003277331,0.0006307239,0.00018717168,0.00052431517,0.00037448478,0.0004210999,0.00046219505,0.0004734337,0.00039573343,0.00018450862,0.00031205814,0.0007093825,0.0002493243,0.00044695908,0.00036135898,0.00078714034,0.00024114044,0.0002323952,0.00023110173,0.00046620233,0.00035175003,0.00065374206,0.0006357092,0.00043875398,0.0010402428,0.00042097262,0.0005636978,0.00027338974,0.00085981545,0.000605282,0.00026416423,0.0005558404,0.00029691908,0.00019650291,0.00038764082,0.9999218,0.0009133834,0.00029853501,0.0005229777,0.00059704785,0.0008265837,0.0005862437,0.00074291264,0.00029621972,0.0001992353,0.00042558557,0.99975944,0.00041777277,0.000627221,0.00018919288,0.00060301507,0.0016528695,0.000494566,0.00032768038,0.00066201115,0.0002044637,0.00038282358,0.00058888015,0.00049505406,0.0007241244,0.0008733283,0.0004249534,0.0011617299,0.0006732199,0.0007445801,0.0007276474
0.0005643582,0.99973786,0.0005417378,0.0,0.00016734946,0.9999545,0.0008285946,0.00042925146,0.00095913606,0.99976504,0.00022204049,0.00024918327,0.00028498334,0.0006546972,0.000955364,0.0006674641,0.000818521,0.000384929,0.9997717,0.0008616382,0.00044623076,0.00021757373,0.00044861066,0.0005451803,0.00035767307,0.00031265413,0.00020086177,0.00054132694,0.00065511203,0.0004932516,0.00036649438,0.0006344248,0.00017049271,0.0004646684,0.00047383833,0.00040446862,0.00045648418,0.0001716184,0.0011656564,0.0004960565,0.0005050874,0.00061327935,0.00054886687,0.0005603858,0.000616729,0.00063225743,0.00049790787,0.00051198015,0.00035542267,0.00041128733,0.00044943864,0.0005583744,0.00036691778,0.00016365484,0.00029651952,0.0006857586,0.00027362214,0.0004331417,0.00034851945,0.0007597842,0.00022284569,0.0002657368,0.00052472966,0.00046307838,0.0006146833,0.0006302815,0.0006154863,0.00041856553,0.0010095803,0.0005691966,0.00056821853,0.00059026224,0.00083405623,0.0005870964,0.0003020143,0.0005371135,0.00060763455,0.0001843074,0.00036589915,0.9999117,0.000883013,0.0006078324,0.0004989564,0.00057452684,0.00080135517,0.0005672841,0.0007225606,0.0005852581,0.0001928647,0.00043918903,0.9997523,0.0004021693,0.0006060713,0.00018558136,0.0005807935,0.0016192353,0.00047728297,0.00032104508,0.0006402452,0.00051371567,0.00035817345,0.0005676492,0.00048059356,0.0006987019,0.0008445105,0.00040578013,0.0011299963,0.000654772,0.0007166533,0.00070171634
0.0010740131,0.9999916,0.00066132954,0.00066972023,0.0,1.000284,0.0014146466,0.0007501169,0.0015592374,1.0000268,0.0006364281,0.000666138,0.0007762656,0.00081545115,0.0015487551,0.00080936006,0.0013966011,0.00067631336,1.0000396,0.0014504525,0.0009221771,0.00064263586,0.00086369505,0.0010573686,0.0008380123,0.0007647165,0.00062185194,0.001042549,0.00079813646,0.00096865004,0.00084608345,0.0011668009,0.0005695894,0.00092764694,0.0009786545,0.00090860674,0.00092350895,0.000579423,0.001787634,0.0009975147,0.0010237591,0.0011404874,0.0010506628,0.0010807344,0.0007630902,0.0007588879,0.00061092497,0.0009835274,0.0008363051,0.0008764732,0.0009391963,0.0006991508,0.00086753693,0.00059707655,0.0007500382,0.0012286835,0.00066793716,0.0009190402,0.0008217908,0.0013269196,0.0006850039,0.0006380036,0.0006496457,0.0009240736,0.0007585624,0.001172471,0.00076667167,0.0009148864,0.0016160723,0.00081165606,0.00067327044,0.0007256399,0.0014100027,0.001096634,0.0006556468,0.0010440797,0.0007570039,0.00059457554,0.00087533536,1.0002182,0.0014735272,0.00075602595,0.0010123177,0.0011016112,0.0013743668,0.0010922052,0.0012610707,0.0007329034,0.0006039466,0.00085860875,1.0000149,0.0008824469,0.0011332033,0.00056472316,0.0011075864,0.0022357623,0.00097240537,0.00077498425,0.0011701814,0.0006355807,0.0008558655,0.001084296,0.0009619222,0.0012557779,0.001431108,0.0008948197,0.0017457972,0.0011881837,0.0012777258,0.0012563042
-0.0020145192,0.9986542,-0.001866592,-0.0018920635,-0.0018105938,0.0,-0.0021318009,-0.0019097718,-0.0022344843,0.9985886,-0.0018823153,-0.0018547808,-0.0018952078,-0.0019674634,-0.0021840965,-0.0019426674,-0.0021789735,-0.0018691361,0.9985932,-0.0021447712,-0.0020369694,-0.0018668569,-0.0019956052,-0.0020316532,-0.001958584,-0.0019297091,-0.0018770045,-0.0020304017,-0.0019530692,-0.0020316557,-0.0019682052,-0.0020702018,-0.0018131521,-0.0019811182,-0.0020574017,-0.0019778633,-0.0019750327,-0.0018285543,-0.0022233636,-0.0020809018,-0.0020461092,-0.0021132824,-0.0020248694,-0.00205805,-0.0019217792,-0.0019085959,-0.001809328,-0.0020137543,-0.001938307,-0.0019909912,-0.0019657097,-0.0018889175,-0.0019532507,-0.0018111988,-0.0019396469,-0.002098367,-0.0018855854,-0.001980303,-0.0019541665,-0.002104361,-0.0018630383,-0.0018432427,-0.0018799453,-0.0019798107,-0.0019507234,-0.0020478275,-0.0018954619,-0.001964074,-0.002212149,-0.001968515,-0.0018583637,-0.0019265707,-0.0021638786,-0.0020669452,-0.0018663896,-0.0020459478,-0.0019112241,-0.0018153499,-0.002001111,0.99833983,-0.0021788622,-0.0019399736,-0.0019901418,-0.0020534964,-0.0021381155,-0.0020768966,-0.0020856173,-0.0019012722,-0.001850071,-0.0020218466,0.99862105,-0.0019625276,-0.002069093,-0.0018256329,-0.0020300031,-0.0022344273,-0.0020370667,-0.0019268916,-0.002126899,-0.0018320109,-0.0019590517,-0.0020792927,-0.002008882,-0.0020843109,-0.0021132715,-0.0019913632,-0.0022145624,-0.0020873721,-0.002110123,-0.002110517
-0.0010564622,0.9994979,-0.00077656144,-0.0007840755,-0.0007275881,0.9992207,0.0,-0.0008318938,-0.0015060594,0.99946743,-0.0007653622,-0.00078171643,-0.0008489078,-0.00087466615,-0.0014669274,-0.0008689671,-0.0013551936,-0.0007840098,0.9994555,-0.0014087931,-0.0009692643,-0.0007689542,-0.0009079995,-0.0010351922,-0.0008927228,-0.0008452787,-0.0007578649,-0.0010386722,-0.0008643069,-0.0009835142,-0.0009018685,-0.001144281,-0.00072627555,-0.00095561857,-0.0010096043,-0.00093627337,-0.00095299876,-0.00072978676,-0.0017395922,-0.0010176201,-0.0010352079,-0.0011361474,-0.0010382256,-0.0010716544,-0.00083507143,-0.00083627016,-0.0007490829,-0.0009869054,-0.00089338346,-0.0009202995,-0.00095895416,-0.0007987902,-0.0009146592,-0.0007416265,-0.000839342,-0.0011788312,-0.00078012905,-0.00094379653,-0.0008824669,-0.0012696799,-0.0007944227,-0.00076019595,-0.00076871266,-0.0009445025,-0.00083390303,-0.0011580444,-0.00084840885,-0.0009433109,-0.001577691,-0.00087439327,-0.0007851254,-0.0008245269,-0.0013344142,-0.0010822112,-0.00077296485,-0.0010386301,-0.0008384251,-0.00073829596,-0.00091604714,0.99928933,-0.0014121105,-0.0008399732,-0.0010171192,-0.0010890397,-0.001328727,-0.0010851208,-0.0011997748,-0.00081872684,-0.0007432119,-0.00090576283,0.99948084,-0.0009193252,-0.0011056702,-0.0007221578,-0.0010923306,-0.0026139151,-0.0009916823,-0.00084732694,-0.001148233,-0.0007652382,-0.00090258336,-0.0010720323,-0.0009698749,-0.0012242375,-0.0013694023,-0.0009360263,-0.0016961893,-0.0011487666,-0.0012336335,-0.0012033986
0.00093549147,1.0003424,0.00064049405,0.0006452408,0.00058008236,0.99980795,0.0005463294,0.0,0.00064886996,1.0003669,0.00062541966,0.0006469638,0.0007092348,0.0007423418,0.0006562089,0.00073498173,0.0005447655,0.00065553916,1.0003712,0.0005743203,0.00080829574,0.0006296933,0.0007784221,0.0008953529,0.0007525559,0.0007078292,0.00061481824,0.000906395,0.0007277327,0.0008530607,0.00075380725,0.00061371236,0.00058184646,0.0008185212,0.0008210313,0.0007974326,0.0008150396,0.00058618764,0.0008163756,0.0008613941,0.00081800733,0.0004618804,0.0009092354,0.0009098865,0.0007091012,0.00069784175,0.0005998897,0.0008617646,0.0007528834,0.0007823661,0.000817916,0.0006697104,0.000768964,0.0005955409,0.0007000067,0.0005236529,0.0006469187,0.00080722634,0.0007396967,0.0005008018,0.0006489448,0.00062955776,0.00063696987,0.0008173584,0.00070741563,0.0005755422,0.00070006243,0.00080056745,0.0006895419,0.0007449419,0.0006460928,0.0006822158,0.00056474376,0.0009587279,0.00064478035,0.0008985387,0.00070072315,0.0005979232,0.00077286846,0.9998172,0.00059189973,0.00070116867,0.0008523323,0.00081126724,0.00053022086,0.00085216993,0.0005878615,0.0006875772,0.0006034231,0.00077916234,1.0003561,0.0007847806,0.0009859335,0.0005876463,0.0008920876,0.0012312084,0.0008381931,0.0007150766,0.0005356157,0.0006190752,0.00075988274,0.0009408904,0.00084549346,0.0004528413,0.000558802,0.00078664033,0.00078862923,0.00050753105,0.00048650135,0.0005060249
-0.0013046617,0.9993744,-0.00097347767,-0.0009819542,-0.00090758875,0.9990438,-0.0016271401,-0.001039983,0.0,0.99933416,-0.0009588349,-0.0009789497,-0.0010605747,-0.0010929484,-0.0017642224,-0.0010864142,-0.0016358423,-0.000982856,0.99932027,-0.0016887211,-0.0012037067,-0.00096257566,-0.0011323713,-0.0012826094,-0.0011134107,-0.0010557127,-0.0009479448,-0.0012814277,-0.0010802412,-0.0012204438,-0.0011260475,-0.0014031655,-0.00090660463,-0.0011885121,-0.0012490097,-0.0011667247,-0.0011842181,-0.00091182557,-0.0020677932,-0.0012594778,-0.0012782007,-0.0013945528,-0.0012822206,-0.001324304,-0.0010448126,-0.0010454688,-0.00093797094,-0.0012242176,-0.0011158325,-0.0011455435,-0.0011927147,-0.0010003936,-0.0011389335,-0.0009279124,-0.0010478824,-0.0014423028,-0.0009779006,-0.0011744914,-0.0011025971,-0.0015428633,-0.0009946884,-0.0009529478,-0.00096388144,-0.0011755669,-0.0010432894,-0.0014157261,-0.0010589849,-0.0011744619,-0.0018774363,-0.0010922661,-0.0009836651,-0.0010308624,-0.0016137679,-0.0013323259,-0.0009690401,-0.0012842542,-0.0010479885,-0.00092211424,-0.0011453634,0.99911785,-0.0016956188,-0.0010497198,-0.0012575648,-0.0013414505,-0.001607425,-0.0013365089,-0.0014645234,-0.0010238505,-0.00093013176,-0.0011292249,0.999352,-0.0011453892,-0.0013620789,-0.00090068555,-0.0013437778,-0.002960403,-0.001230553,-0.0010587638,-0.0014096872,-0.00095824007,-0.0011253583,-0.0013230222,-0.0012063223,-0.0014912352,-0.0016482101,-0.0011654835,-0.0020044793,-0.0014068737,-0.0015027369,-0.0014721871
-0.0015072172,0.99914974,-0.0012925491,-0.0013081905,-0.0012358375,0.99886847,-0.0016917329,-0.0013409981,-0.0018058148,0.0,-0.0012876964,-0.0012851735,-0.0013526174,-0.0014006495,-0.0017544669,-0.0013784773,-0.0017134907,-0.0012872808,0.99911714,-0.0016982019,-0.0014727765,-0.0012781613,-0.0014260068,-0.0015158349,-0.0014020092,-0.0013606754,-0.0012844658,-0.0014984865,-0.0013863797,-0.0014808387,-0.001413154,-0.0015675063,-0.0012345241,-0.0014415807,-0.0015167732,-0.0014411631,-0.0014347113,-0.0012493494,-0.0018531434,-0.0015343082,-0.0015224396,-0.001588808,-0.0015042556,-0.0015410293,-0.0013559415,-0.0013515804,-0.0012505945,-0.0014780042,-0.0013868453,-0.0014343563,-0.0014320998,-0.0013033268,-0.0014119571,-0.0012348011,-0.0013570181,-0.0016155008,-0.0013027544,-0.0014397573,-0.0014026673,-0.0016414033,-0.0013032136,-0.0012693838,-0.0012886086,-0.0014411692,-0.001376684,-0.0015541523,-0.0013435292,-0.0014315236,-0.0018028063,-0.0013916848,-0.0012845882,-0.0013381205,-0.0017063617,-0.0015452405,-0.0012851657,-0.0015225093,-0.0013386564,-0.0012377468,-0.0014485028,0.9989209,-0.0017361669,-0.0013581285,-0.0014788987,-0.0015457099,-0.0016755118,-0.0015617744,-0.0016021166,-0.001334322,-0.0012571595,-0.0014460076,0.9991263,-0.0014200335,-0.0015567606,-0.001237362,-0.0015276426,-0.0019390796,-0.0014926513,-0.001364885,-0.0016148364,-0.0012634121,-0.0014155649,-0.0015500757,-0.0014711178,-0.0016090765,-0.00168021,-0.0014424428,-0.0018305256,-0.0015875318,-0.0016350871,-0.0016252729
