Epoch: 0, Ep: 38, Epr: 1.188477366255144, loss: 1.082418279722333 mse_loss: 0.2690473112743348, kl_loss: 0.03488362836651504, sparse_loss:0.7784873452037573
Epoch: 1, Ep: 38, Epr: 1.188477366255144, loss: 1.0284017268568277 mse_loss: 0.21636374504305422, kl_loss: 0.03480472124647349, sparse_loss:0.7772332597523928
Epoch: 2, Ep: 38, Epr: 1.188477366255144, loss: 1.0206092316657305 mse_loss: 0.2096015540882945, kl_loss: 0.03488867115811445, sparse_loss:0.7761190161108971
Epoch: 3, Ep: 38, Epr: 1.188477366255144, loss: 1.0139135215431452 mse_loss: 0.2040890301577747, kl_loss: 0.03497215948300436, sparse_loss:0.7748523280024529
Epoch: 4, Ep: 38, Epr: 1.188477366255144, loss: 1.0060172490775585 mse_loss: 0.1969988369382918, kl_loss: 0.03508103311469313, sparse_loss:0.7739373706281185
Epoch: 5, Ep: 38, Epr: 1.188477366255144, loss: 1.0087115596979856 mse_loss: 0.20045926189050078, kl_loss: 0.03518239983532112, sparse_loss:0.7730698939412832
Epoch: 6, Ep: 37, Epr: 1.157201646090535, loss: 0.9981256704777479 mse_loss: 0.19034523726440966, kl_loss: 0.035229164830525406, sparse_loss:0.7725512851029634
Epoch: 7, Ep: 37, Epr: 1.157201646090535, loss: 1.0011757854372263 mse_loss: 0.19409662811085582, kl_loss: 0.03533906236407347, sparse_loss:0.7717400975525379
Epoch: 8, Ep: 37, Epr: 1.157201646090535, loss: 1.0043951012194157 mse_loss: 0.19798580720089376, kl_loss: 0.03542424208717421, sparse_loss:0.7709850519895554
Epoch: 9, Ep: 38, Epr: 1.188477366255144, loss: 0.9936307147145271 mse_loss: 0.18764608725905418, kl_loss: 0.035470786155201495, sparse_loss:0.7705138437449932
Epoch: 10, Ep: 38, Epr: 1.188477366255144, loss: 0.9939650278538465 mse_loss: 0.18870943575166166, kl_loss: 0.035586630474426784, sparse_loss:0.7696689572185278
Epoch: 11, Ep: 39, Epr: 1.2197530864197532, loss: 0.9926279857754707 mse_loss: 0.18803585064597428, kl_loss: 0.035649355726491194, sparse_loss:0.7689427863806486
Epoch: 12, Ep: 39, Epr: 1.2197530864197532, loss: 0.9907451570034027 mse_loss: 0.18684042221866548, kl_loss: 0.035744246444664896, sparse_loss:0.7681604865938425
Epoch: 13, Ep: 39, Epr: 1.2197530864197532, loss: 0.9976195264607668 mse_loss: 0.1943946206010878, kl_loss: 0.03585479507455602, sparse_loss:0.7673701215535402
Epoch: 14, Ep: 39, Epr: 1.2197530864197532, loss: 0.9955516867339611 mse_loss: 0.19299586466513574, kl_loss: 0.0359068019897677, sparse_loss:0.7666490264236927
Epoch: 15, Ep: 39, Epr: 1.2197530864197532, loss: 0.991349758580327 mse_loss: 0.18937970278784633, kl_loss: 0.035968349198810756, sparse_loss:0.7660017088055611
Epoch: 16, Ep: 39, Epr: 1.2197530864197532, loss: 0.990874832496047 mse_loss: 0.18951836694031954, kl_loss: 0.03607266907056328, sparse_loss:0.7652837932109833
Epoch: 17, Ep: 39, Epr: 1.2197530864197532, loss: 0.983618913218379 mse_loss: 0.18281208770349622, kl_loss: 0.036086117042486876, sparse_loss:0.7647207081317902
Epoch: 18, Ep: 39, Epr: 1.2197530864197532, loss: 0.9933954011648893 mse_loss: 0.19333819090388715, kl_loss: 0.03618244190874975, sparse_loss:0.7638747692108154
Epoch: 19, Ep: 38, Epr: 1.188477366255144, loss: 0.9832081906497478 mse_loss: 0.1836900837952271, kl_loss: 0.036240952234948054, sparse_loss:0.7632771618664265
Epoch: 20, Ep: 38, Epr: 1.188477366255144, loss: 0.9958316683769226 mse_loss: 0.1967802499420941, kl_loss: 0.03628498304169625, sparse_loss:0.7627664301544428
Epoch: 21, Ep: 38, Epr: 1.188477366255144, loss: 0.9853103868663311 mse_loss: 0.18693596427328885, kl_loss: 0.036329274269519374, sparse_loss:0.7620451468974352
Epoch: 22, Ep: 38, Epr: 1.188477366255144, loss: 0.9831355586647987 mse_loss: 0.1853681409265846, kl_loss: 0.03640622991952114, sparse_loss:0.761361189186573
Epoch: 23, Ep: 39, Epr: 1.2197530864197532, loss: 0.989009965211153 mse_loss: 0.19170534936711192, kl_loss: 0.03644569657626562, sparse_loss:0.7608589194715023
Epoch: 24, Ep: 39, Epr: 1.2197530864197532, loss: 0.985240526497364 mse_loss: 0.1885011214762926, kl_loss: 0.03649655981280375, sparse_loss:0.7602428495883942
Epoch: 25, Ep: 39, Epr: 1.2197530864197532, loss: 0.9846603814512491 mse_loss: 0.1886382915545255, kl_loss: 0.036539440450724214, sparse_loss:0.7594826482236385
Epoch: 26, Ep: 39, Epr: 1.2197530864197532, loss: 0.9898494482040405 mse_loss: 0.1943694876972586, kl_loss: 0.036604119872208685, sparse_loss:0.7588758394122124
Epoch: 27, Ep: 39, Epr: 1.2197530864197532, loss: 0.9839696381241083 mse_loss: 0.18893172615207732, kl_loss: 0.0366155281662941, sparse_loss:0.758422389626503
Epoch: 28, Ep: 39, Epr: 1.2197530864197532, loss: 0.9905321002006531 mse_loss: 0.19645328423939645, kl_loss: 0.03673552713007666, sparse_loss:0.7573432959616184
Epoch: 29, Ep: 39, Epr: 1.2197530864197532, loss: 0.9785145968198776 mse_loss: 0.1848555797478184, kl_loss: 0.0367379504677956, sparse_loss:0.7569210678339005
Epoch: 30, Ep: 38, Epr: 1.188477366255144, loss: 0.9800144508481026 mse_loss: 0.18696851236745715, kl_loss: 0.036828984222665895, sparse_loss:0.7562169525772333
Epoch: 31, Ep: 38, Epr: 1.188477366255144, loss: 0.9788786862045527 mse_loss: 0.18619171576574445, kl_loss: 0.03684868417622056, sparse_loss:0.7558382824063301
Epoch: 32, Ep: 38, Epr: 1.188477366255144, loss: 0.9802571721374989 mse_loss: 0.18827770906500518, kl_loss: 0.03693681257573189, sparse_loss:0.7550426498055458
Epoch: 33, Ep: 38, Epr: 1.188477366255144, loss: 0.9757429901510477 mse_loss: 0.18420996237546206, kl_loss: 0.03696789267996792, sparse_loss:0.7545651365071535
Epoch: 34, Ep: 38, Epr: 1.188477366255144, loss: 0.9757535643875599 mse_loss: 0.1849433807656169, kl_loss: 0.037009940919233486, sparse_loss:0.7538002450019121
Epoch: 35, Ep: 38, Epr: 1.188477366255144, loss: 0.98425024561584 mse_loss: 0.19376997952349484, kl_loss: 0.037076676584547386, sparse_loss:0.7534035928547382
Epoch: 36, Ep: 38, Epr: 1.188477366255144, loss: 0.9746379721909761 mse_loss: 0.18490705941803753, kl_loss: 0.03711142743122764, sparse_loss:0.7526194881647825
Epoch: 37, Ep: 38, Epr: 1.188477366255144, loss: 0.9831797555088997 mse_loss: 0.19397319969721138, kl_loss: 0.03718302713241428, sparse_loss:0.7520235199481249
Epoch: 38, Ep: 38, Epr: 1.188477366255144, loss: 0.9845143519341946 mse_loss: 0.19567148084752262, kl_loss: 0.0371846582274884, sparse_loss:0.7516582142561674
Epoch: 39, Ep: 38, Epr: 1.188477366255144, loss: 0.9770531561225653 mse_loss: 0.18896426539868116, kl_loss: 0.03728836195659824, sparse_loss:0.7508005276322365
Epoch: 40, Ep: 38, Epr: 1.188477366255144, loss: 0.9736591652035713 mse_loss: 0.18594824708998203, kl_loss: 0.03727467809221707, sparse_loss:0.7504362408071756
Epoch: 41, Ep: 38, Epr: 1.188477366255144, loss: 0.9831416960805655 mse_loss: 0.19601982133463025, kl_loss: 0.0373287349648308, sparse_loss:0.7497931402176619
Epoch: 42, Ep: 38, Epr: 1.188477366255144, loss: 0.98434286005795 mse_loss: 0.19764269632287323, kl_loss: 0.03738253333722241, sparse_loss:0.7493176311254501
Epoch: 43, Ep: 38, Epr: 1.188477366255144, loss: 0.9737270101904869 mse_loss: 0.18757659359835088, kl_loss: 0.03743183285405394, sparse_loss:0.7487185876816511
Epoch: 44, Ep: 38, Epr: 1.188477366255144, loss: 0.9747409652918577 mse_loss: 0.18916770676150918, kl_loss: 0.0374766958411783, sparse_loss:0.7480965778231621
Epoch: 45, Ep: 38, Epr: 1.188477366255144, loss: 0.977062564343214 mse_loss: 0.1918799818959087, kl_loss: 0.03750066927750595, sparse_loss:0.7476819083094597
Epoch: 46, Ep: 38, Epr: 1.188477366255144, loss: 0.9774814061820507 mse_loss: 0.19289519800804555, kl_loss: 0.037575502414256334, sparse_loss:0.7470107097178698
Epoch: 47, Ep: 39, Epr: 1.2197530864197532, loss: 0.9693042244762182 mse_loss: 0.1852102039847523, kl_loss: 0.03761009505979018, sparse_loss:0.7464839182794094
Epoch: 48, Ep: 39, Epr: 1.2197530864197532, loss: 0.9686634950339794 mse_loss: 0.18504131049849093, kl_loss: 0.03763615307980217, sparse_loss:0.7459860276430845
Epoch: 49, Ep: 39, Epr: 1.2197530864197532, loss: 0.9749593548476696 mse_loss: 0.19199715019203722, kl_loss: 0.03769886765803676, sparse_loss:0.7452633325010538
Epoch: 50, Ep: 39, Epr: 1.2197530864197532, loss: 0.9694987926632166 mse_loss: 0.18693758663721383, kl_loss: 0.03775563515955582, sparse_loss:0.7448055744171143
Epoch: 51, Ep: 39, Epr: 1.2197530864197532, loss: 0.968340901657939 mse_loss: 0.1863230294547975, kl_loss: 0.03777456142415758, sparse_loss:0.7442433070391417
Epoch: 52, Ep: 39, Epr: 1.2197530864197532, loss: 0.9803028143942356 mse_loss: 0.19868561066687107, kl_loss: 0.03784437180729583, sparse_loss:0.7437728308141232
Epoch: 53, Ep: 39, Epr: 1.2197530864197532, loss: 0.9753401279449463 mse_loss: 0.19439443165902048, kl_loss: 0.03795730447745882, sparse_loss:0.742988396435976
Epoch: 54, Ep: 39, Epr: 1.2197530864197532, loss: 0.9700735490769148 mse_loss: 0.18949240283109248, kl_loss: 0.03789045361918397, sparse_loss:0.7426906898617744
Epoch: 55, Ep: 39, Epr: 1.2197530864197532, loss: 0.9704845082014799 mse_loss: 0.19039752148091793, kl_loss: 0.03794558488880284, sparse_loss:0.7421414032578468
Epoch: 56, Ep: 39, Epr: 1.2197530864197532, loss: 0.9695168379694223 mse_loss: 0.18989259633235633, kl_loss: 0.03799925878411159, sparse_loss:0.7416249867528677
Epoch: 57, Ep: 39, Epr: 1.2197530864197532, loss: 0.9687198773026466 mse_loss: 0.18964132328983396, kl_loss: 0.037993294739862904, sparse_loss:0.7410852648317814
Epoch: 58, Ep: 39, Epr: 1.2197530864197532, loss: 0.966326666995883 mse_loss: 0.18769275699742138, kl_loss: 0.03807153136585839, sparse_loss:0.7405623756349087
Epoch: 59, Ep: 39, Epr: 1.2197530864197532, loss: 0.9687231946736574 mse_loss: 0.1906556487083435, kl_loss: 0.03810979987611063, sparse_loss:0.7399577479809523
Epoch: 60, Ep: 39, Epr: 1.2197530864197532, loss: 0.9648270346224308 mse_loss: 0.1871957283001393, kl_loss: 0.038159073621500283, sparse_loss:0.7394722402095795
Epoch: 61, Ep: 39, Epr: 1.2197530864197532, loss: 0.9671782832592726 mse_loss: 0.19003792735747993, kl_loss: 0.03817732009338215, sparse_loss:0.7389630395919085
Epoch: 62, Ep: 39, Epr: 1.2197530864197532, loss: 0.9654179606586695 mse_loss: 0.18876321031711996, kl_loss: 0.03826308497809805, sparse_loss:0.7383916638791561
Epoch: 63, Ep: 39, Epr: 1.2197530864197532, loss: 0.967985762283206 mse_loss: 0.19169146055355668, kl_loss: 0.038291648525046185, sparse_loss:0.7380026523023844
Epoch: 64, Ep: 39, Epr: 1.2197530864197532, loss: 0.970890810713172 mse_loss: 0.1950836020987481, kl_loss: 0.038313491764711216, sparse_loss:0.73749372176826
Epoch: 65, Ep: 39, Epr: 1.2197530864197532, loss: 0.9624437764286995 mse_loss: 0.18715038197115064, kl_loss: 0.03836276277434081, sparse_loss:0.7369306311011314
Epoch: 66, Ep: 39, Epr: 1.2197530864197532, loss: 0.9624935835599899 mse_loss: 0.1875637313351035, kl_loss: 0.03838879300747067, sparse_loss:0.7365410607308149
Epoch: 67, Ep: 39, Epr: 1.2197530864197532, loss: 0.9659812357276678 mse_loss: 0.1914043549913913, kl_loss: 0.03841807579738088, sparse_loss:0.7361588049679995
Epoch: 68, Ep: 39, Epr: 1.2197530864197532, loss: 0.9636342469602823 mse_loss: 0.18977175559848547, kl_loss: 0.03850077002425678, sparse_loss:0.7353617269545794
Epoch: 69, Ep: 39, Epr: 1.2197530864197532, loss: 0.9592728335410357 mse_loss: 0.18581819301471114, kl_loss: 0.038501153292600065, sparse_loss:0.7349534817039967
Epoch: 70, Ep: 40, Epr: 1.2510288065843622, loss: 0.9565529301762581 mse_loss: 0.18337648362648906, kl_loss: 0.0385663258916793, sparse_loss:0.7346101254224777
Epoch: 71, Ep: 40, Epr: 1.2510288065843622, loss: 0.9597060941159725 mse_loss: 0.18718280480243266, kl_loss: 0.03861092455917969, sparse_loss:0.7339123655110598
Epoch: 72, Ep: 40, Epr: 1.2510288065843622, loss: 0.9587576054036617 mse_loss: 0.18677709414623678, kl_loss: 0.03863619268668117, sparse_loss:0.7333443146198988
Epoch: 73, Ep: 40, Epr: 1.2510288065843622, loss: 0.9641739316284657 mse_loss: 0.19265528884716332, kl_loss: 0.03872075252002105, sparse_loss:0.7327978853136301
Epoch: 74, Ep: 40, Epr: 1.2510288065843622, loss: 0.9571342654526234 mse_loss: 0.18604436051100492, kl_loss: 0.03874532098416239, sparse_loss:0.7323445808142424
Epoch: 75, Ep: 40, Epr: 1.2510288065843622, loss: 0.9618432614952326 mse_loss: 0.19116002274677157, kl_loss: 0.0387717894918751, sparse_loss:0.7319114506244659
Epoch: 76, Ep: 40, Epr: 1.2510288065843622, loss: 0.9673266317695379 mse_loss: 0.19738261657766998, kl_loss: 0.03885565313976258, sparse_loss:0.7310883607715368
Epoch: 77, Ep: 40, Epr: 1.2510288065843622, loss: 0.9639824535697699 mse_loss: 0.1944027990102768, kl_loss: 0.038899416977074, sparse_loss:0.7306802272796631
Epoch: 78, Ep: 40, Epr: 1.2510288065843622, loss: 0.9608350284397602 mse_loss: 0.1915646567940712, kl_loss: 0.03888866031775251, sparse_loss:0.7303817179054022
Epoch: 79, Ep: 40, Epr: 1.2510288065843622, loss: 0.9651873894035816 mse_loss: 0.19644631166011095, kl_loss: 0.03892025904497132, sparse_loss:0.7298208251595497
Epoch: 80, Ep: 40, Epr: 1.2510288065843622, loss: 0.958378579467535 mse_loss: 0.1901528355665505, kl_loss: 0.03902041008404922, sparse_loss:0.729205334559083
Epoch: 81, Ep: 40, Epr: 1.2510288065843622, loss: 0.9570113010704517 mse_loss: 0.1890729742590338, kl_loss: 0.03903614013688639, sparse_loss:0.728902192786336
Epoch: 82, Ep: 40, Epr: 1.2510288065843622, loss: 0.9555639903992414 mse_loss: 0.18815139983780682, kl_loss: 0.03905294535798021, sparse_loss:0.7283596396446228
Epoch: 83, Ep: 40, Epr: 1.2510288065843622, loss: 0.9554345645010471 mse_loss: 0.1885444689542055, kl_loss: 0.039100058580515906, sparse_loss:0.7277900371700525
Epoch: 84, Ep: 40, Epr: 1.2510288065843622, loss: 0.9658073522150517 mse_loss: 0.19943346036598086, kl_loss: 0.03917529838508926, sparse_loss:0.7271985895931721
Epoch: 85, Ep: 40, Epr: 1.2510288065843622, loss: 0.958034323528409 mse_loss: 0.1917878568638116, kl_loss: 0.03915106621570885, sparse_loss:0.7270953990519047
Epoch: 86, Ep: 40, Epr: 1.2510288065843622, loss: 0.9549885261803865 mse_loss: 0.18930311780422926, kl_loss: 0.03919356732512824, sparse_loss:0.7264918461441994
Epoch: 87, Ep: 40, Epr: 1.2510288065843622, loss: 0.9532845448702574 mse_loss: 0.1879823049530387, kl_loss: 0.03924473992083222, sparse_loss:0.7260574977844954
Epoch: 88, Ep: 40, Epr: 1.2510288065843622, loss: 0.9566794745624065 mse_loss: 0.1917788356076926, kl_loss: 0.039319633215200156, sparse_loss:0.7255810108035803
Epoch: 89, Ep: 40, Epr: 1.2510288065843622, loss: 0.9532561954110861 mse_loss: 0.18865068489685655, kl_loss: 0.03928154765162617, sparse_loss:0.7253239713609219
Epoch: 90, Ep: 40, Epr: 1.2510288065843622, loss: 0.9554578959941864 mse_loss: 0.19146543566603214, kl_loss: 0.039362876559607685, sparse_loss:0.7246295865625143
Epoch: 91, Ep: 40, Epr: 1.2510288065843622, loss: 0.9529096558690071 mse_loss: 0.18915640353225172, kl_loss: 0.03939739160705358, sparse_loss:0.7243558615446091
Epoch: 92, Ep: 40, Epr: 1.2510288065843622, loss: 0.9596637990325689 mse_loss: 0.1962816601153463, kl_loss: 0.03938482562080026, sparse_loss:0.7239973172545433
Epoch: 93, Ep: 40, Epr: 1.2510288065843622, loss: 0.9507331606000662 mse_loss: 0.18765471689403057, kl_loss: 0.039440143809770234, sparse_loss:0.7236383073031902
Epoch: 94, Ep: 40, Epr: 1.2510288065843622, loss: 0.9507397562265396 mse_loss: 0.18808808643370867, kl_loss: 0.03949591820128262, sparse_loss:0.723155751824379
Epoch: 95, Ep: 39, Epr: 1.2197530864197532, loss: 0.9510790035128593 mse_loss: 0.1887538086157292, kl_loss: 0.03950835802243091, sparse_loss:0.7228168305009604
Epoch: 96, Ep: 39, Epr: 1.2197530864197532, loss: 0.9512781240046024 mse_loss: 0.18951007421128452, kl_loss: 0.03954274603165686, sparse_loss:0.7222253028303385
Epoch: 97, Ep: 39, Epr: 1.2197530864197532, loss: 0.9498764611780643 mse_loss: 0.18834666931070387, kl_loss: 0.03956159154768102, sparse_loss:0.7219682019203901
Epoch: 98, Ep: 39, Epr: 1.2197530864197532, loss: 0.9484794605523348 mse_loss: 0.18737275106832385, kl_loss: 0.039611278276424855, sparse_loss:0.7214954309165478
Epoch: 99, Ep: 39, Epr: 1.2197530864197532, loss: 0.9454852715134621 mse_loss: 0.18483429378829896, kl_loss: 0.039648902624321636, sparse_loss:0.721002072095871
Epoch: 100, Ep: 39, Epr: 1.2197530864197532, loss: 0.9482076894491911 mse_loss: 0.18808859563432634, kl_loss: 0.039700838358839974, sparse_loss:0.7204182539135218
Epoch: 101, Ep: 39, Epr: 1.2197530864197532, loss: 0.9488126020878553 mse_loss: 0.18909635907039046, kl_loss: 0.03974989912239835, sparse_loss:0.7199663445353508
Epoch: 102, Ep: 39, Epr: 1.2197530864197532, loss: 0.9493190962821245 mse_loss: 0.18998645257670432, kl_loss: 0.039791862247511744, sparse_loss:0.7195407915860415
Epoch: 103, Ep: 39, Epr: 1.2197530864197532, loss: 0.9456083681434393 mse_loss: 0.18672197847627103, kl_loss: 0.03983291173062753, sparse_loss:0.7190534733235836
Epoch: 104, Ep: 39, Epr: 1.2197530864197532, loss: 0.9451309964060783 mse_loss: 0.18678116821683943, kl_loss: 0.039864186372142285, sparse_loss:0.7184856440871954
Epoch: 105, Ep: 39, Epr: 1.2197530864197532, loss: 0.9463779237121344 mse_loss: 0.18820128915831447, kl_loss: 0.03990090968000004, sparse_loss:0.7182757258415222
