Epoch: 0, Ep: 39, Epr: 1.194074074074074, loss: 1.1723447237163782 mse_loss: 0.31136224418878555, kl_loss: 0.08016293396940455, sparse_loss:0.780819546431303
Epoch: 1, Ep: 40, Epr: 1.2246913580246912, loss: 1.102981673553586 mse_loss: 0.24306489201262593, kl_loss: 0.08025891281431541, sparse_loss:0.7796578612178564
Epoch: 2, Ep: 39, Epr: 1.194074074074074, loss: 1.0985068306326866 mse_loss: 0.23914925660938025, kl_loss: 0.08018200070364401, sparse_loss:0.779175566509366
Epoch: 3, Ep: 39, Epr: 1.194074074074074, loss: 1.1010937560349703 mse_loss: 0.2423424944281578, kl_loss: 0.08016817201860249, sparse_loss:0.7785830963402987
Epoch: 4, Ep: 40, Epr: 1.2246913580246912, loss: 1.0958098620176315 mse_loss: 0.23756624339148402, kl_loss: 0.0801056899363175, sparse_loss:0.7781379371881485
Epoch: 5, Ep: 39, Epr: 1.194074074074074, loss: 1.0901369620114565 mse_loss: 0.23247296223416924, kl_loss: 0.08017372118774801, sparse_loss:0.7774902787059546
Epoch: 6, Ep: 39, Epr: 1.194074074074074, loss: 1.0933766327798367 mse_loss: 0.23624544008634984, kl_loss: 0.08015855343546718, sparse_loss:0.776972645893693
Epoch: 7, Ep: 39, Epr: 1.194074074074074, loss: 1.083851994946599 mse_loss: 0.22716536442749202, kl_loss: 0.08015095174778253, sparse_loss:0.7765356693416834
Epoch: 8, Ep: 39, Epr: 1.194074074074074, loss: 1.0840409491211176 mse_loss: 0.2279726192355156, kl_loss: 0.08017810428282246, sparse_loss:0.7758902292698622
Epoch: 9, Ep: 39, Epr: 1.194074074074074, loss: 1.0844519212841988 mse_loss: 0.22899567103013396, kl_loss: 0.0802181304898113, sparse_loss:0.7752381209284067
Epoch: 10, Ep: 39, Epr: 1.194074074074074, loss: 1.0883770789951086 mse_loss: 0.23347542970441282, kl_loss: 0.08033400296699256, sparse_loss:0.7745676580816507
Epoch: 11, Ep: 38, Epr: 1.1634567901234567, loss: 1.0807946808636189 mse_loss: 0.22611900931224227, kl_loss: 0.08025739248842001, sparse_loss:0.774418281391263
Epoch: 12, Ep: 38, Epr: 1.1634567901234567, loss: 1.0798050109297037 mse_loss: 0.2258179234340787, kl_loss: 0.08035095629747957, sparse_loss:0.7736361175775528
Epoch: 13, Ep: 38, Epr: 1.1634567901234567, loss: 1.0742814876139164 mse_loss: 0.22074857028201222, kl_loss: 0.0804099999149912, sparse_loss:0.7731229197233915
Epoch: 14, Ep: 38, Epr: 1.1634567901234567, loss: 1.0819694735109806 mse_loss: 0.22890792367979884, kl_loss: 0.08046641352120787, sparse_loss:0.7725951429456472
Epoch: 15, Ep: 38, Epr: 1.1634567901234567, loss: 1.0820774491876364 mse_loss: 0.22968250885605812, kl_loss: 0.08054398297099397, sparse_loss:0.7718509528785944
Epoch: 16, Ep: 38, Epr: 1.1634567901234567, loss: 1.076214114204049 mse_loss: 0.22433051653206348, kl_loss: 0.08057932829251513, sparse_loss:0.7713042590767145
Epoch: 17, Ep: 38, Epr: 1.1634567901234567, loss: 1.0727670770138502 mse_loss: 0.2212667081039399, kl_loss: 0.08062949596205726, sparse_loss:0.7708708811551332
Epoch: 18, Ep: 38, Epr: 1.1634567901234567, loss: 1.0880784820765257 mse_loss: 0.23702151095494628, kl_loss: 0.08072771865408868, sparse_loss:0.7703292351216078
Epoch: 19, Ep: 39, Epr: 1.194074074074074, loss: 1.0767789222300053 mse_loss: 0.22649261984042823, kl_loss: 0.08089687241590582, sparse_loss:0.7693894281983376
Epoch: 20, Ep: 39, Epr: 1.194074074074074, loss: 1.0725844390690327 mse_loss: 0.22246180567890406, kl_loss: 0.08080807293299586, sparse_loss:0.7693145796656609
Epoch: 21, Ep: 39, Epr: 1.194074074074074, loss: 1.0720231588929892 mse_loss: 0.22220032941550016, kl_loss: 0.0808752800221555, sparse_loss:0.7689475510269403
Epoch: 22, Ep: 39, Epr: 1.194074074074074, loss: 1.0725496802479029 mse_loss: 0.22326782532036304, kl_loss: 0.08098843949846923, sparse_loss:0.768293421715498
Epoch: 23, Ep: 39, Epr: 1.194074074074074, loss: 1.0718838702887297 mse_loss: 0.22300025075674057, kl_loss: 0.08101510617416352, sparse_loss:0.7678685039281845
Epoch: 24, Ep: 39, Epr: 1.194074074074074, loss: 1.0801951568573713 mse_loss: 0.2318338775075972, kl_loss: 0.0810881364159286, sparse_loss:0.7672731392085552
Epoch: 25, Ep: 39, Epr: 1.194074074074074, loss: 1.0704940129071474 mse_loss: 0.22264739079400897, kl_loss: 0.0812033578986302, sparse_loss:0.7666432540863752
Epoch: 26, Ep: 39, Epr: 1.194074074074074, loss: 1.071451997384429 mse_loss: 0.22406213078647852, kl_loss: 0.08121990918880329, sparse_loss:0.7661699429154396
Epoch: 27, Ep: 39, Epr: 1.194074074074074, loss: 1.0724537745118141 mse_loss: 0.22558538196608424, kl_loss: 0.08132824342465028, sparse_loss:0.7655401546508074
Epoch: 28, Ep: 39, Epr: 1.194074074074074, loss: 1.0698562320321798 mse_loss: 0.22340599680319428, kl_loss: 0.08141800103476271, sparse_loss:0.7650322429835796
Epoch: 29, Ep: 39, Epr: 1.194074074074074, loss: 1.0651026982814074 mse_loss: 0.21906703151762486, kl_loss: 0.08144277089741081, sparse_loss:0.7645928878337145
Epoch: 30, Ep: 39, Epr: 1.194074074074074, loss: 1.062986334785819 mse_loss: 0.21760247414931655, kl_loss: 0.08156134956516325, sparse_loss:0.7638225071132183
Epoch: 31, Ep: 39, Epr: 1.194074074074074, loss: 1.0694783255457878 mse_loss: 0.22455794620327652, kl_loss: 0.08163299004081637, sparse_loss:0.7632873933762312
